Date,Region,Product Line,Product,Quantity Sold,Unit Price,Total Sales
26-11-2023,North America,Wearables,Smartwatch A,477,198.4228925,94647.71971
26-11-2023,North America,Wearables,Smartwatch B,110,149.9910166,16499.01183
26-11-2023,North America,Wearables,Fitness Tracker,130,120.1751617,15622.77102
26-11-2023,Europe,Smartphones,Model A,13,121.755746,1582.824699
26-11-2023,Europe,Smartphones,Model B,20,199.9341824,3998.683648
26-11-2023,Europe,Smartphones,Model C,46,229.9111042,10575.91079
26-11-2023,Europe,Smartphones,Model D,46,242.479524,11154.0581
26-11-2023,Europe,Laptops,Laptop A,176,565.146334,99465.75479
26-11-2023,Europe,Laptops,Laptop B,160,1429.350178,228696.0285
26-11-2023,Europe,Laptops,Laptop C,26,975.3095801,25358.04908
26-11-2023,Europe,Tablets,Tablet A,39,641.9727736,25036.93817
26-11-2023,Europe,Tablets,Tablet B,12,607.9822178,7295.786614
26-11-2023,Europe,Tablets,Tablet C,25,447.7880873,11194.70218
26-11-2023,Europe,Tablets,Tablet D,54,683.2180978,36893.77728
26-11-2023,Europe,Wearables,Smartwatch A,299,81.53155909,24377.93617
26-11-2023,Europe,Wearables,Smartwatch B,352,56.33691644,19830.59459
26-11-2023,Europe,Wearables,Fitness Tracker,96,170.5756015,16375.25775
26-11-2023,Asia Pacific,Smartphones,Model A,32,148.4133321,4749.226628
26-11-2023,Asia Pacific,Smartphones,Model B,1,259.7353733,259.7353733
26-11-2023,Asia Pacific,Smartphones,Model C,42,167.0237677,7014.998245
26-11-2023,Asia Pacific,Smartphones,Model D,3,295.739577,887.2187309
26-11-2023,Asia Pacific,Laptops,Laptop A,145,898.8472635,130332.8532
26-11-2023,Asia Pacific,Laptops,Laptop B,91,1328.480399,120891.7163
26-11-2023,Asia Pacific,Laptops,Laptop C,173,1234.672569,213598.3545
26-11-2023,Asia Pacific,Tablets,Tablet A,88,538.7663051,47411.43485
26-11-2023,Asia Pacific,Tablets,Tablet B,38,496.7235345,18875.49431
26-11-2023,Asia Pacific,Tablets,Tablet C,50,707.8208321,35391.0416
26-11-2023,Asia Pacific,Tablets,Tablet D,61,513.9237962,31349.35157
26-11-2023,Asia Pacific,Wearables,Smartwatch A,37,183.5176263,6790.152174
26-11-2023,Asia Pacific,Wearables,Smartwatch B,154,79.30781969,12213.40423
26-11-2023,Asia Pacific,Wearables,Fitness Tracker,432,81.53078244,35221.29801
26-11-2023,Latin America,Smartphones,Model A,39,240.4251449,9376.580649
26-11-2023,Latin America,Smartphones,Model B,17,184.9667213,3144.434262
26-11-2023,Latin America,Smartphones,Model C,37,253.1095299,9365.052607
26-11-2023,Latin America,Smartphones,Model D,18,100.7014304,1812.625747
26-11-2023,Latin America,Laptops,Laptop A,158,1207.380405,190766.1039
26-11-2023,Latin America,Laptops,Laptop B,178,893.1755161,158985.2419
26-11-2023,Latin America,Laptops,Laptop C,118,1488.850082,175684.3096
26-11-2023,Latin America,Tablets,Tablet A,72,731.383582,52659.61791
26-11-2023,Latin America,Tablets,Tablet B,86,474.5853433,40814.33952
26-11-2023,Latin America,Tablets,Tablet C,32,681.3579997,21803.45599
26-11-2023,Latin America,Tablets,Tablet D,48,249.344926,11968.55645
26-11-2023,Latin America,Wearables,Smartwatch A,388,74.3139803,28833.82436
26-11-2023,Latin America,Wearables,Smartwatch B,107,199.4072187,21336.5724
26-11-2023,Latin America,Wearables,Fitness Tracker,68,55.74658239,3790.767602
26-11-2023,Middle East & Africa,Smartphones,Model A,44,185.2065699,8149.089075
26-11-2023,Middle East & Africa,Smartphones,Model B,21,157.3171285,3303.659698
26-11-2023,Middle East & Africa,Smartphones,Model C,23,198.9759094,4576.445917
26-11-2023,Middle East & Africa,Smartphones,Model D,7,137.0870669,959.609468
26-11-2023,Middle East & Africa,Laptops,Laptop A,136,1193.604342,162330.1905
26-11-2023,Middle East & Africa,Laptops,Laptop B,26,1018.678017,26485.62845
26-11-2023,Middle East & Africa,Laptops,Laptop C,185,964.7889625,178485.9581
26-11-2023,Middle East & Africa,Tablets,Tablet A,61,291.0569683,17754.47507
26-11-2023,Middle East & Africa,Tablets,Tablet B,48,478.917679,22988.04859
26-11-2023,Middle East & Africa,Tablets,Tablet C,91,464.4443228,42264.43337
26-11-2023,Middle East & Africa,Tablets,Tablet D,60,284.0456262,17042.73757
26-11-2023,Middle East & Africa,Wearables,Smartwatch A,170,82.80196992,14076.33489
26-11-2023,Middle East & Africa,Wearables,Smartwatch B,130,74.4078034,9673.014442
26-11-2023,Middle East & Africa,Wearables,Fitness Tracker,151,172.8506272,26100.4447
27-11-2023,North America,Smartphones,Model A,49,293.6473372,14388.71952
27-11-2023,North America,Smartphones,Model B,37,266.0777732,9844.877609
27-11-2023,North America,Smartphones,Model C,44,145.1881588,6388.278985
27-11-2023,North America,Smartphones,Model D,48,152.7320438,7331.138102
27-11-2023,North America,Laptops,Laptop A,49,761.9139576,37333.78392
27-11-2023,North America,Laptops,Laptop B,55,862.449464,47434.72052
27-11-2023,North America,Laptops,Laptop C,164,1465.814735,240393.6165
27-11-2023,North America,Tablets,Tablet A,81,451.2976276,36555.10784
27-11-2023,North America,Tablets,Tablet B,66,562.9313204,37153.46715
27-11-2023,North America,Tablets,Tablet C,80,622.4420207,49795.36166
27-11-2023,North America,Tablets,Tablet D,99,280.3123359,27750.92126
27-11-2023,North America,Wearables,Smartwatch A,95,120.5824286,11455.33072
27-11-2023,North America,Wearables,Smartwatch B,383,104.0355783,39845.6265
27-11-2023,North America,Wearables,Fitness Tracker,286,70.730044,20228.79258
27-11-2023,Europe,Smartphones,Model A,40,216.0681095,8642.72438
27-11-2023,Europe,Smartphones,Model B,32,259.778581,8312.914591
27-11-2023,Europe,Smartphones,Model C,17,235.6754605,4006.482828
27-11-2023,Europe,Smartphones,Model D,21,107.4744819,2256.964119
27-11-2023,Europe,Laptops,Laptop A,136,882.4088585,120007.6048
27-11-2023,Europe,Laptops,Laptop B,199,751.0691336,149462.7576
27-11-2023,Europe,Laptops,Laptop C,67,644.2859349,43167.15764
27-11-2023,Europe,Tablets,Tablet A,30,279.001381,8370.041429
27-11-2023,Europe,Tablets,Tablet B,77,632.1425094,48674.97322
27-11-2023,Europe,Tablets,Tablet C,25,743.0939604,18577.34901
27-11-2023,Europe,Tablets,Tablet D,14,378.5935717,5300.310004
27-11-2023,Europe,Wearables,Smartwatch A,155,112.0325098,17365.03902
27-11-2023,Europe,Wearables,Smartwatch B,279,186.1348446,51931.62165
27-11-2023,Europe,Wearables,Fitness Tracker,248,119.7367054,29694.70294
27-11-2023,Asia Pacific,Smartphones,Model A,19,199.3008247,3786.71567
27-11-2023,Asia Pacific,Smartphones,Model B,31,243.7067081,7554.90795
27-11-2023,Asia Pacific,Smartphones,Model C,45,196.5464781,8844.591515
27-11-2023,Asia Pacific,Smartphones,Model D,17,102.8158184,1747.868913
27-11-2023,Asia Pacific,Laptops,Laptop A,179,696.9148772,124747.763
27-11-2023,Asia Pacific,Laptops,Laptop B,83,512.0926948,42503.69367
27-11-2023,Asia Pacific,Laptops,Laptop C,105,1022.791749,107393.1337
27-11-2023,Asia Pacific,Tablets,Tablet A,41,342.76906,14053.53146
27-11-2023,Asia Pacific,Tablets,Tablet B,23,308.6071479,7097.964401
27-11-2023,Asia Pacific,Tablets,Tablet C,20,582.7061995,11654.12399
27-11-2023,Asia Pacific,Tablets,Tablet D,88,215.5401369,18967.53205
27-11-2023,Asia Pacific,Wearables,Smartwatch A,83,167.7472598,13923.02256
27-11-2023,Asia Pacific,Wearables,Smartwatch B,91,172.8741904,15731.55132
27-11-2023,Asia Pacific,Wearables,Fitness Tracker,349,98.97669095,34542.86514
27-11-2023,Latin America,Smartphones,Model A,31,177.2893774,5495.9707
27-11-2023,Latin America,Smartphones,Model B,29,163.6720826,4746.490396
27-11-2023,Latin America,Smartphones,Model C,32,181.2544157,5800.141303
27-11-2023,Latin America,Smartphones,Model D,11,206.2694881,2268.964369
27-11-2023,Latin America,Laptops,Laptop A,142,1484.902436,210856.1459
27-11-2023,Latin America,Laptops,Laptop B,22,1351.550778,29734.11711
27-11-2023,Latin America,Laptops,Laptop C,44,560.7552731,24673.23202
27-11-2023,Latin America,Tablets,Tablet A,27,266.5414328,7196.618685
27-11-2023,Latin America,Tablets,Tablet B,99,371.0386617,36732.82751
27-11-2023,Latin America,Tablets,Tablet C,7,599.7507256,4198.255079
27-11-2023,Latin America,Tablets,Tablet D,27,703.190839,18986.15265
27-11-2023,Latin America,Wearables,Smartwatch A,454,170.0253381,77191.50351
27-11-2023,Latin America,Wearables,Smartwatch B,481,166.6044978,80136.76345
27-11-2023,Latin America,Wearables,Fitness Tracker,126,78.19365766,9852.400865
27-11-2023,Middle East & Africa,Smartphones,Model A,7,126.2552403,883.7866822
27-11-2023,Middle East & Africa,Smartphones,Model B,25,224.4654357,5611.635891
27-11-2023,Middle East & Africa,Smartphones,Model C,2,166.3766642,332.7533284
27-11-2023,Middle East & Africa,Smartphones,Model D,1,296.8273552,296.8273552
27-11-2023,Middle East & Africa,Laptops,Laptop A,125,1141.49278,142686.5974
27-11-2023,Middle East & Africa,Laptops,Laptop B,73,726.6636419,53046.44586
27-11-2023,Middle East & Africa,Laptops,Laptop C,180,734.3641879,132185.5538
27-11-2023,Middle East & Africa,Tablets,Tablet A,17,744.2717625,12652.61996
27-11-2023,Middle East & Africa,Tablets,Tablet B,54,282.7878898,15270.54605
27-11-2023,Middle East & Africa,Tablets,Tablet C,73,378.6082062,27638.39905
27-11-2023,Middle East & Africa,Tablets,Tablet D,59,593.2658751,35002.68663
27-11-2023,Middle East & Africa,Wearables,Smartwatch A,386,192.6628702,74367.86789
27-11-2023,Middle East & Africa,Wearables,Smartwatch B,41,63.03349063,2584.373116
27-11-2023,Middle East & Africa,Wearables,Fitness Tracker,304,191.6413375,58258.96661
28-11-2023,North America,Smartphones,Model A,45,196.240315,8830.814173
28-11-2023,North America,Smartphones,Model B,3,106.2843955,318.8531864
28-11-2023,North America,Smartphones,Model C,14,156.2319749,2187.247649
28-11-2023,North America,Smartphones,Model D,17,112.374321,1910.363457
28-11-2023,North America,Laptops,Laptop A,152,591.3606111,89886.81289
28-11-2023,North America,Laptops,Laptop B,126,647.5767815,81594.67447
28-11-2023,North America,Laptops,Laptop C,37,1336.488447,49450.07252
28-11-2023,North America,Tablets,Tablet A,71,510.6410747,36255.5163
28-11-2023,North America,Tablets,Tablet B,57,769.448336,43858.55515
28-11-2023,North America,Tablets,Tablet C,20,658.7660047,13175.32009
28-11-2023,North America,Tablets,Tablet D,58,237.3463799,13766.09003
28-11-2023,North America,Wearables,Smartwatch A,306,195.4809456,59817.16934
28-11-2023,North America,Wearables,Smartwatch B,92,60.25621586,5543.571859
28-11-2023,North America,Wearables,Fitness Tracker,329,110.9242923,36494.09216
28-11-2023,Europe,Smartphones,Model A,22,214.4021621,4716.847566
28-11-2023,Europe,Smartphones,Model B,9,204.0194381,1836.174943
28-11-2023,Europe,Smartphones,Model C,38,126.7396085,4816.105121
28-11-2023,Europe,Smartphones,Model D,34,272.4298655,9262.615426
28-11-2023,Europe,Laptops,Laptop A,163,1355.548672,220954.4336
28-11-2023,Europe,Laptops,Laptop B,85,893.3122012,75931.53711
28-11-2023,Europe,Laptops,Laptop C,180,1084.782203,195260.7966
28-11-2023,Europe,Tablets,Tablet A,43,250.7348627,10781.5991
28-11-2023,Europe,Tablets,Tablet B,46,525.6068764,24177.91631
28-11-2023,Europe,Tablets,Tablet C,55,557.2417322,30648.29527
28-11-2023,Europe,Tablets,Tablet D,21,215.0126767,4515.26621
28-11-2023,Europe,Wearables,Smartwatch A,210,194.5779101,40861.36113
28-11-2023,Europe,Wearables,Smartwatch B,151,115.40125,17425.58874
28-11-2023,Europe,Wearables,Fitness Tracker,113,138.7944603,15683.77401
28-11-2023,Asia Pacific,Smartphones,Model A,4,287.1620698,1148.648279
28-11-2023,Asia Pacific,Smartphones,Model B,40,126.022642,5040.905679
28-11-2023,Asia Pacific,Smartphones,Model C,48,101.1949681,4857.358471
28-11-2023,Asia Pacific,Smartphones,Model D,23,167.2006635,3845.615261
28-11-2023,Asia Pacific,Laptops,Laptop A,146,674.7380924,98511.76148
28-11-2023,Asia Pacific,Laptops,Laptop B,158,1178.659863,186228.2584
28-11-2023,Asia Pacific,Laptops,Laptop C,34,971.290851,33023.88894
28-11-2023,Asia Pacific,Tablets,Tablet A,47,466.968787,21947.53299
28-11-2023,Asia Pacific,Tablets,Tablet B,32,379.0884375,12130.83
28-11-2023,Asia Pacific,Tablets,Tablet C,60,328.7651021,19725.90613
28-11-2023,Asia Pacific,Tablets,Tablet D,18,200.8357067,3615.042721
28-11-2023,Asia Pacific,Wearables,Smartwatch A,186,89.14228625,16580.46524
28-11-2023,Asia Pacific,Wearables,Smartwatch B,78,83.19159302,6488.944255
28-11-2023,Asia Pacific,Wearables,Fitness Tracker,22,161.5793067,3554.744748
28-11-2023,Latin America,Smartphones,Model A,37,149.3740493,5526.839824
28-11-2023,Latin America,Smartphones,Model B,20,200.1595681,4003.191363
28-11-2023,Latin America,Smartphones,Model C,27,216.322744,5840.714087
28-11-2023,Latin America,Smartphones,Model D,2,236.7036909,473.4073819
28-11-2023,Latin America,Laptops,Laptop A,161,673.700266,108465.7428
28-11-2023,Latin America,Laptops,Laptop B,139,941.8673327,130919.5592
28-11-2023,Latin America,Laptops,Laptop C,46,1268.868439,58367.9482
28-11-2023,Latin America,Tablets,Tablet A,82,254.2893329,20851.7253
28-11-2023,Latin America,Tablets,Tablet B,49,791.3746363,38777.35718
28-11-2023,Latin America,Tablets,Tablet C,51,294.3280076,15010.72839
28-11-2023,Latin America,Tablets,Tablet D,30,732.5253643,21975.76093
28-11-2023,Latin America,Wearables,Smartwatch A,228,59.98195521,13675.88579
28-11-2023,Latin America,Wearables,Smartwatch B,367,142.4026688,52261.77944
28-11-2023,Latin America,Wearables,Fitness Tracker,245,129.5760217,31746.12533
28-11-2023,Middle East & Africa,Smartphones,Model A,31,143.1424945,4437.417329
28-11-2023,Middle East & Africa,Smartphones,Model B,29,139.8685101,4056.186793
28-11-2023,Middle East & Africa,Smartphones,Model C,27,211.6801378,5715.36372
28-11-2023,Middle East & Africa,Smartphones,Model D,11,213.5501142,2349.051257
28-11-2023,Middle East & Africa,Laptops,Laptop A,139,1359.611465,188985.9936
28-11-2023,Middle East & Africa,Laptops,Laptop B,79,1136.085144,89750.72641
28-11-2023,Middle East & Africa,Laptops,Laptop C,11,1077.633973,11853.9737
28-11-2023,Middle East & Africa,Tablets,Tablet A,73,443.6968959,32389.8734
28-11-2023,Middle East & Africa,Tablets,Tablet B,87,581.0227099,50548.97576
28-11-2023,Middle East & Africa,Tablets,Tablet C,22,263.9177697,5806.190934
28-11-2023,Middle East & Africa,Tablets,Tablet D,36,429.3263049,15455.74698
28-11-2023,Middle East & Africa,Wearables,Smartwatch A,475,65.82008927,31264.5424
28-11-2023,Middle East & Africa,Wearables,Smartwatch B,27,131.3383172,3546.134566
28-11-2023,Middle East & Africa,Wearables,Fitness Tracker,121,110.8773351,13416.15754
29-11-2023,North America,Smartphones,Model A,2,243.4160085,486.8320171
29-11-2023,North America,Smartphones,Model B,9,260.1315817,2341.184236
29-11-2023,North America,Smartphones,Model C,2,287.6152383,575.2304766
29-11-2023,North America,Smartphones,Model D,9,233.558083,2102.022747
29-11-2023,North America,Laptops,Laptop A,185,965.4463136,178607.568
29-11-2023,North America,Laptops,Laptop B,145,974.4489046,141295.0912
29-11-2023,North America,Laptops,Laptop C,98,1081.466285,105983.6959
29-11-2023,North America,Tablets,Tablet A,80,238.2920707,19063.36566
29-11-2023,North America,Tablets,Tablet B,31,445.1774082,13800.49966
29-11-2023,North America,Tablets,Tablet C,24,485.4759179,11651.42203
29-11-2023,North America,Tablets,Tablet D,7,287.856444,2014.995108
29-11-2023,North America,Wearables,Smartwatch A,467,158.8659951,74190.4197
29-11-2023,North America,Wearables,Smartwatch B,471,106.2032031,50021.70866
29-11-2023,North America,Wearables,Fitness Tracker,171,142.5316793,24372.91715
29-11-2023,Europe,Smartphones,Model A,2,238.2646321,476.5292642
29-11-2023,Europe,Smartphones,Model B,41,107.2589314,4397.616187
29-11-2023,Europe,Smartphones,Model C,38,134.92317,5127.08046
29-11-2023,Europe,Smartphones,Model D,9,267.2116781,2404.905103
29-11-2023,Europe,Laptops,Laptop A,137,1385.51772,189815.9276
29-11-2023,Europe,Laptops,Laptop B,141,886.3555217,124976.1286
29-11-2023,Europe,Laptops,Laptop C,20,1008.368668,20167.37337
29-11-2023,Europe,Tablets,Tablet A,74,455.466911,33704.55141
29-11-2023,Europe,Tablets,Tablet B,41,328.7834479,13480.12136
29-11-2023,Europe,Tablets,Tablet C,56,621.315347,34793.65943
29-11-2023,Europe,Tablets,Tablet D,77,273.9738871,21095.9893
29-11-2023,Europe,Wearables,Smartwatch A,380,186.3924022,70829.11283
29-11-2023,Europe,Wearables,Smartwatch B,196,178.580202,35001.7196
29-11-2023,Europe,Wearables,Fitness Tracker,41,128.2404179,5257.857133
29-11-2023,Asia Pacific,Smartphones,Model A,15,108.6795892,1630.193838
29-11-2023,Asia Pacific,Smartphones,Model B,41,125.3968118,5141.269284
29-11-2023,Asia Pacific,Smartphones,Model C,44,289.2712286,12727.93406
29-11-2023,Asia Pacific,Smartphones,Model D,2,207.3220647,414.6441293
29-11-2023,Asia Pacific,Laptops,Laptop A,81,739.5761424,59905.66753
29-11-2023,Asia Pacific,Laptops,Laptop B,166,1468.583844,243784.918
29-11-2023,Asia Pacific,Laptops,Laptop C,143,1439.837281,205896.7312
29-11-2023,Asia Pacific,Tablets,Tablet A,50,345.8320949,17291.60474
29-11-2023,Asia Pacific,Tablets,Tablet B,35,440.358581,15412.55034
29-11-2023,Asia Pacific,Tablets,Tablet C,56,225.1667576,12609.33843
29-11-2023,Asia Pacific,Tablets,Tablet D,50,589.2674891,29463.37445
29-11-2023,Asia Pacific,Wearables,Smartwatch A,358,57.36279684,20535.88127
29-11-2023,Asia Pacific,Wearables,Smartwatch B,98,56.05328299,5493.221733
29-11-2023,Asia Pacific,Wearables,Fitness Tracker,347,87.8114013,30470.55625
29-11-2023,Latin America,Smartphones,Model A,38,298.6960381,11350.44945
29-11-2023,Latin America,Smartphones,Model B,30,193.5033958,5805.101873
29-11-2023,Latin America,Smartphones,Model C,30,260.6636935,7819.910804
29-11-2023,Latin America,Smartphones,Model D,29,117.6397307,3411.55219
29-11-2023,Latin America,Laptops,Laptop A,31,789.4215434,24472.06784
29-11-2023,Latin America,Laptops,Laptop B,161,820.3965463,132083.844
29-11-2023,Latin America,Laptops,Laptop C,96,722.3266912,69343.36236
29-11-2023,Latin America,Tablets,Tablet A,43,241.3961215,10380.03323
29-11-2023,Latin America,Tablets,Tablet B,16,617.2835209,9876.536335
29-11-2023,Latin America,Tablets,Tablet C,48,337.0366029,16177.75694
29-11-2023,Latin America,Tablets,Tablet D,71,731.3062625,51922.74464
29-11-2023,Latin America,Wearables,Smartwatch A,107,122.7214847,13131.19886
29-11-2023,Latin America,Wearables,Smartwatch B,185,94.13689311,17415.32523
29-11-2023,Latin America,Wearables,Fitness Tracker,469,181.1879623,84977.15432
29-11-2023,Middle East & Africa,Smartphones,Model A,11,251.224634,2763.470974
29-11-2023,Middle East & Africa,Smartphones,Model B,12,156.8243626,1881.892351
29-11-2023,Middle East & Africa,Smartphones,Model C,9,221.364518,1992.280662
29-11-2023,Middle East & Africa,Smartphones,Model D,18,261.1926733,4701.468119
29-11-2023,Middle East & Africa,Laptops,Laptop A,63,1051.197188,66225.42284
29-11-2023,Middle East & Africa,Laptops,Laptop B,109,520.7247774,56759.00074
29-11-2023,Middle East & Africa,Laptops,Laptop C,56,1099.198928,61555.13995
29-11-2023,Middle East & Africa,Tablets,Tablet A,27,287.3831311,7759.34454
29-11-2023,Middle East & Africa,Tablets,Tablet B,81,452.443236,36647.90212
29-11-2023,Middle East & Africa,Tablets,Tablet C,54,672.3115974,36304.82626
29-11-2023,Middle East & Africa,Tablets,Tablet D,7,384.2293306,2689.605314
29-11-2023,Middle East & Africa,Wearables,Smartwatch A,490,102.186301,50071.2875
29-11-2023,Middle East & Africa,Wearables,Smartwatch B,215,55.57491693,11948.60714
29-11-2023,Middle East & Africa,Wearables,Fitness Tracker,283,50.94831343,14418.3727
30-11-2023,North America,Smartphones,Model A,12,262.3755117,3148.506141
30-11-2023,North America,Smartphones,Model B,14,218.2427318,3055.398246
30-11-2023,North America,Smartphones,Model C,21,167.1454136,3510.053685
30-11-2023,North America,Smartphones,Model D,4,194.3907089,777.5628355
30-11-2023,North America,Laptops,Laptop A,80,764.1020543,61128.16435
30-11-2023,North America,Laptops,Laptop B,148,1019.796679,150929.9086
30-11-2023,North America,Laptops,Laptop C,170,1285.518047,218538.0679
30-11-2023,North America,Tablets,Tablet A,40,409.976019,16399.04076
30-11-2023,North America,Tablets,Tablet B,61,690.6729619,42131.05067
30-11-2023,North America,Tablets,Tablet C,97,229.0283323,22215.74823
30-11-2023,North America,Tablets,Tablet D,72,241.2369209,17369.05831
30-11-2023,North America,Wearables,Smartwatch A,142,150.8916759,21426.61798
30-11-2023,North America,Wearables,Smartwatch B,105,110.8261688,11636.74772
30-11-2023,North America,Wearables,Fitness Tracker,70,101.5098294,7105.688059
30-11-2023,Europe,Smartphones,Model A,17,265.8034268,4518.658255
30-11-2023,Europe,Smartphones,Model B,9,235.7515816,2121.764235
30-11-2023,Europe,Smartphones,Model C,27,286.5401633,7736.58441
30-11-2023,Europe,Smartphones,Model D,27,195.3653988,5274.865768
30-11-2023,Europe,Laptops,Laptop A,88,602.2893894,53001.46627
30-11-2023,Europe,Laptops,Laptop B,67,1370.949086,91853.58878
30-11-2023,Europe,Laptops,Laptop C,158,1226.551177,193795.0859
30-11-2023,Europe,Tablets,Tablet A,27,674.9384693,18223.33867
30-11-2023,Europe,Tablets,Tablet B,7,267.5160742,1872.612519
30-11-2023,Europe,Tablets,Tablet C,34,332.6350882,11309.593
30-11-2023,Europe,Tablets,Tablet D,46,680.1450458,31286.67211
30-11-2023,Europe,Wearables,Smartwatch A,107,88.47841696,9467.190615
30-11-2023,Europe,Wearables,Smartwatch B,271,159.2162586,43147.60607
30-11-2023,Europe,Wearables,Fitness Tracker,70,125.0543059,8753.801413
30-11-2023,Asia Pacific,Smartphones,Model A,27,137.8553659,3722.094879
30-11-2023,Asia Pacific,Smartphones,Model B,35,182.6360516,6392.261806
30-11-2023,Asia Pacific,Smartphones,Model C,16,151.5534151,2424.854642
30-11-2023,Asia Pacific,Smartphones,Model D,7,224.338491,1570.369437
30-11-2023,Asia Pacific,Laptops,Laptop A,164,1427.192874,234059.6313
30-11-2023,Asia Pacific,Laptops,Laptop B,74,1493.790267,110540.4798
30-11-2023,Asia Pacific,Laptops,Laptop C,29,1078.227118,31268.58643
30-11-2023,Asia Pacific,Tablets,Tablet A,49,722.877196,35420.9826
30-11-2023,Asia Pacific,Tablets,Tablet B,43,333.7068121,14349.39292
30-11-2023,Asia Pacific,Tablets,Tablet C,60,240.4589965,14427.53979
30-11-2023,Asia Pacific,Tablets,Tablet D,11,326.4200215,3590.620237
30-11-2023,Asia Pacific,Wearables,Smartwatch A,489,70.47072059,34460.18237
30-11-2023,Asia Pacific,Wearables,Smartwatch B,428,150.132597,64256.75151
30-11-2023,Asia Pacific,Wearables,Fitness Tracker,420,135.5155764,56916.54208
30-11-2023,Latin America,Smartphones,Model A,21,202.1584167,4245.32675
30-11-2023,Latin America,Smartphones,Model B,35,297.1175682,10399.11489
30-11-2023,Latin America,Smartphones,Model C,2,228.0970827,456.1941654
30-11-2023,Latin America,Smartphones,Model D,25,185.5380663,4638.451659
30-11-2023,Latin America,Laptops,Laptop A,150,809.5380721,121430.7108
30-11-2023,Latin America,Laptops,Laptop B,143,1368.419615,195684.005
30-11-2023,Latin America,Laptops,Laptop C,138,642.347069,88643.89552
30-11-2023,Latin America,Tablets,Tablet A,10,790.597128,7905.97128
30-11-2023,Latin America,Tablets,Tablet B,80,471.2005628,37696.04503
30-11-2023,Latin America,Tablets,Tablet C,22,288.4225291,6345.295639
30-11-2023,Latin America,Tablets,Tablet D,68,530.5503845,36077.42615
30-11-2023,Latin America,Wearables,Smartwatch A,236,108.2716625,25552.11236
30-11-2023,Latin America,Wearables,Smartwatch B,37,147.9169633,5472.927643
30-11-2023,Latin America,Wearables,Fitness Tracker,203,195.3030447,39646.51807
30-11-2023,Middle East & Africa,Smartphones,Model A,42,206.2134766,8660.966016
30-11-2023,Middle East & Africa,Smartphones,Model B,10,189.8252291,1898.252291
30-11-2023,Middle East & Africa,Smartphones,Model C,4,102.1238465,408.495386
30-11-2023,Middle East & Africa,Smartphones,Model D,49,259.1617696,12698.92671
30-11-2023,Middle East & Africa,Laptops,Laptop A,186,1125.539647,209350.3744
30-11-2023,Middle East & Africa,Laptops,Laptop B,149,500.8363564,74624.6171
30-11-2023,Middle East & Africa,Laptops,Laptop C,114,1061.987945,121066.6257
30-11-2023,Middle East & Africa,Tablets,Tablet A,68,774.1977691,52645.4483
30-11-2023,Middle East & Africa,Tablets,Tablet B,21,418.3892839,8786.174963
30-11-2023,Middle East & Africa,Tablets,Tablet C,72,683.372911,49202.84959
30-11-2023,Middle East & Africa,Tablets,Tablet D,5,463.0104282,2315.052141
30-11-2023,Middle East & Africa,Wearables,Smartwatch A,59,141.2964513,8336.490628
30-11-2023,Middle East & Africa,Wearables,Smartwatch B,438,146.0676058,63977.61135
30-11-2023,Middle East & Africa,Wearables,Fitness Tracker,420,146.8239039,61666.03962
01-12-2023,North America,Smartphones,Model A,1,264.4676269,264.4676269
01-12-2023,North America,Smartphones,Model B,45,176.2538388,7931.422744
01-12-2023,North America,Smartphones,Model C,14,182.1681229,2550.35372
01-12-2023,North America,Smartphones,Model D,23,120.9998924,2782.997525
01-12-2023,North America,Laptops,Laptop A,164,529.0289722,86760.75144
01-12-2023,North America,Laptops,Laptop B,41,824.6662791,33811.31744
01-12-2023,North America,Laptops,Laptop C,179,1106.438526,198052.4961
01-12-2023,North America,Tablets,Tablet A,68,227.0106911,15436.727
01-12-2023,North America,Tablets,Tablet B,93,581.5412979,54083.34071
01-12-2023,North America,Tablets,Tablet C,78,503.3380242,39260.36589
01-12-2023,North America,Tablets,Tablet D,58,253.2758645,14690.00014
01-12-2023,North America,Wearables,Smartwatch A,440,171.8921149,75632.53057
01-12-2023,North America,Wearables,Smartwatch B,244,161.8500256,39491.40624
01-12-2023,North America,Wearables,Fitness Tracker,262,123.2381326,32288.39075
01-12-2023,Europe,Smartphones,Model A,44,293.8081089,12927.55679
01-12-2023,Europe,Smartphones,Model B,1,133.6679406,133.6679406
01-12-2023,Europe,Smartphones,Model C,45,182.9872042,8234.424188
01-12-2023,Europe,Smartphones,Model D,42,222.2450504,9334.292117
01-12-2023,Europe,Laptops,Laptop A,23,714.4039166,16431.29008
01-12-2023,Europe,Laptops,Laptop B,190,1492.149423,283508.3903
01-12-2023,Europe,Laptops,Laptop C,198,977.673406,193579.3344
01-12-2023,Europe,Tablets,Tablet A,88,771.7726556,67915.99369
01-12-2023,Europe,Tablets,Tablet B,91,632.4857975,57556.20758
01-12-2023,Europe,Tablets,Tablet C,72,737.3552711,53089.57952
01-12-2023,Europe,Tablets,Tablet D,85,279.7775777,23781.0941
01-12-2023,Europe,Wearables,Smartwatch A,449,150.453379,67553.56715
01-12-2023,Europe,Wearables,Smartwatch B,119,155.7895318,18538.95428
01-12-2023,Europe,Wearables,Fitness Tracker,422,99.32919387,41916.91981
01-12-2023,Asia Pacific,Smartphones,Model A,24,182.8825662,4389.181588
01-12-2023,Asia Pacific,Smartphones,Model B,42,199.9454036,8397.706951
